,r2_score,MAPE,RMSPE,MSE,description,category
0,0.2752878665924072,0.02,0.023219435,10.520155,Monthly condensate production in Canada: Western Canada in kb/d,crude_oil
0,0.44907885789871216,0.03,0.03635741,20025.248,Monthly crude oil production in Canada: Western Canada in kb/d,crude_oil
0,0.3210696578025818,0.03,0.032286666,18237.74,Monthly crude oil demand in Canada: Western Canada in kb/d,crude_oil
0,0.6872851848602295,0.02,0.02694428,9388.934,Monthly crude oil exports from Western Canada in kb/d,crude_oil
0,0.946770966053009,0.01,0.01136726,21.774176,Monthly heavy crude oil production in Canada: Western Canada in kb/d,crude_oil
0,0.5270754098892212,0.04,0.041706625,136.57158,Monthly crude oil imports to Western Canada in kb/d,crude_oil
0,0.6242364048957825,0.03,0.034124855,345.8434,Monthly light & medium crude oil production in Canada: Western Canada in kb/d,crude_oil
0,0.47019726037979126,0.01,0.017214373,60.85797,Monthly other liquids production in Canada: Western Canada in kb/d,crude_oil
0,-0.6913120746612549,0.04,0.047275838,943.85614,Monthly runs in Canada: Western Canada in kb/d,crude_oil
0,0.09942120313644409,1.14,3.6196802,1407.1116,Monthly crude oil stock change in Canada: Western Canada in kb/d,crude_oil
0,-0.11203420162200928,0.29,0.4916179,18697.668,Monthly crude oil supply-demand difference in Canada: Western Canada in kb/d,crude_oil
0,0.005124270915985107,0.08,0.09072106,10234.036,Monthly synthetic crude production in Canada: Western Canada in kb/d,crude_oil
0,0.1532270908355713,0.03,0.03308928,20130.338,Monthly liquids production in Western Canada in kb/d,liquids
0,0.5117659568786621,0.03,0.03281999,23010.479,Monthly crude oil supply in Canada: Western Canada in kb/d,crude_oil
0,1.0,0.0,0.0,0.0,Monthly EA forecast for crude oil stock adjustments in Canada: Western Canada in kb/d,crude_oil
0,1.0,0.0,0.0,0.0,Monthly heavy crude oil imports to US refining district: Appalachian No. 1 in kb/d,crude_oil
0,0.4316520690917969,0.09,0.12318825,169.38269,Monthly heavy crude oil imports to US refining district: Billings in kb/d,crude_oil
0,0.3439004421234131,0.13,0.18793596,3858.4937,Monthly heavy crude oil imports to US refining district: Chicago in kb/d,crude_oil
0,0.753706693649292,0.28,0.4799803,522.026,Monthly heavy crude oil imports to US refining district: Corpus Christi in kb/d,crude_oil
0,0.6360532641410828,2.36,7.4564323,538.4489,Monthly heavy crude oil imports to US refining district: East Coast in kb/d,crude_oil
0,0.6591551303863525,0.22,0.30069306,84.128685,Monthly heavy crude oil imports to US refining district: Guernsey in kb/d,crude_oil
0,0.9995205998420715,0.0,0.005376236,0.030981801,Monthly heavy crude oil imports to US refining district: Hawaii in kb/d,crude_oil
0,0.43143677711486816,0.12,0.15384053,4153.4224,Monthly heavy crude oil imports to US refining district: Houston in kb/d,crude_oil
0,0.9006739258766174,0.18,0.2362979,21.686184,Monthly heavy crude oil imports to US refining district: Lake Charles in kb/d,crude_oil
0,0.08628851175308228,0.22,0.29263803,2672.918,Monthly heavy crude oil imports to US refining district: Los Angeles in kb/d,crude_oil
0,0.7120985984802246,0.19,0.24717805,1895.3402,Monthly heavy crude oil imports to US refining district: Nederland in kb/d,crude_oil
0,0.2824498414993286,1.26,6.1704297,121.803505,Monthly heavy crude oil imports to US refining district: NoLa-Ark Inland in kb/d,crude_oil
0,0.4674174189567566,0.09,0.116361976,239.84547,Monthly heavy crude oil imports to US refining district: North Group Three in kb/d,crude_oil
0,0.999525785446167,0.01,0.01792452,0.0522694,Monthly heavy crude oil imports to US refining district: NW Rockies in kb/d,crude_oil
0,0.3172866106033325,0.13,0.16632922,1093.3832,Monthly heavy crude oil imports to US refining district: Patoka in kb/d,crude_oil
0,0.994750440120697,0.06,0.06667693,0.075563006,Monthly heavy crude oil imports to US refining district: Permian in kb/d,crude_oil
0,0.5056520700454712,0.47,0.73590297,5.083914,Monthly heavy crude oil imports to US refining district: Salt Lake City in kb/d,crude_oil
0,0.7939990758895874,0.28,0.40798238,236.6877,Monthly heavy crude oil imports to US refining district: San Francisco in kb/d,crude_oil
0,0.7130229473114014,0.19,0.31597656,13.149946,Monthly heavy crude oil imports to US refining district: South Rockies in kb/d,crude_oil
0,0.8245548605918884,0.25,0.4917586,2906.8516,Monthly heavy crude oil imports to US refining district: St James in kb/d,crude_oil
0,0.5347501039505005,0.14,0.16629924,395.70914,Monthly heavy crude oil imports to US refining district: Toledo in kb/d,crude_oil
0,0.9312433004379272,0.03,0.042462796,14958.382,Monthly heavy crude oil imports to US refining district: Total in kb/d,crude_oil
0,0.7722517251968384,0.25,0.5642795,1325.8241,Monthly heavy crude oil imports to US refining district: Twin Cities in kb/d,crude_oil
0,-0.15361344814300537,0.5,0.7617581,110.69588,Monthly heavy crude oil imports to US refining district: Washington in kb/d,crude_oil
0,0.9999836683273315,0.0,0.001760676,0.008167329,Monthly refinery outages in US refining district: Appalachian No. 1 in kb/d,crude_oil
0,1.0,0.0,1.2158045e-05,1.0719174e-07,Monthly refinery outages in US refining district: Bakersfield in kb/d,crude_oil
0,0.9762625694274902,0.07,0.12345825,1.6395249,Monthly refinery outages in US refining district: Bakken in kb/d,crude_oil
0,0.9526360630989075,0.02,0.046595212,3.636973,Monthly refinery outages in US refining district: Billings in kb/d,crude_oil
0,0.6399593949317932,0.92,1.9062213,1465.6862,Monthly refinery outages in US refining district: Chicago in kb/d,crude_oil
0,-0.11429083347320557,12.84,24.041403,3867.1145,Monthly refinery outages in US refining district: Corpus Christi in kb/d,crude_oil
0,0.18028289079666138,0.51,0.74267,729.31366,Monthly refinery outages in US refining district: East Coast in kb/d,crude_oil
0,1.0,0.0,0.0,0.0,Monthly refinery outages in US refining district: Hawaii in kb/d,crude_oil
0,-0.38298022747039795,1.19,1.6165909,12229.355,Monthly refinery outages in US refining district: Houston in kb/d,crude_oil
0,0.017930984497070312,2.75,5.770313,3165.728,Monthly refinery outages in US refining district: Lake Charles in kb/d,crude_oil
0,0.7516363263130188,0.77,0.91305596,22.856672,Monthly refinery outages in US refining district: Longview in kb/d,crude_oil
0,0.657379686832428,0.16,0.5326842,472.16257,Monthly refinery outages in US refining district: Los Angeles in kb/d,crude_oil
0,0.40857619047164917,0.34,0.45500693,161.17848,Monthly refinery outages in US refining district: Memphis in kb/d,crude_oil
0,-0.021997690200805664,3.67,5.992861,25398.143,Monthly refinery outages in US refining district: Nederland in kb/d,crude_oil
0,0.9644975662231445,0.05,0.0650237,0.8673711,Monthly refinery outages in US refining district: NoLa-Ark Inland in kb/d,crude_oil
0,-0.19115447998046875,0.98,1.5220644,1040.1871,Monthly refinery outages in US refining district: North Group Three in kb/d,crude_oil
0,-0.24246764183044434,3.79,6.9630075,2038.2609,Monthly refinery outages in US refining district: Patoka in kb/d,crude_oil
0,-0.4567362070083618,2.58,3.7244728,767.0044,Monthly refinery outages in US refining district: Permian in kb/d,crude_oil
0,0.6695693731307983,0.1,0.43876582,2.5356808,Monthly refinery outages in US refining district: Salt Lake City in kb/d ,crude_oil
0,0.7731605172157288,0.44,0.71581143,138.7615,Monthly refinery outages in US refining district: South Group Three in kb/d,crude_oil
0,0.715819239616394,0.1,0.12864025,17.38796,Monthly refinery outages in US refining district: South Rockies in kb/d,crude_oil
0,0.03443443775177002,1.6,4.685142,11606.785,Monthly refinery outages in US refining district: St James in kb/d,crude_oil
0,0.8039648532867432,1.42,2.2187,726.7803,Monthly refinery outages in US refining district: Toledo in kb/d,crude_oil
0,-0.1529557704925537,0.49,0.6496566,164143.86,Monthly refinery outages in US refining district in kb/d,crude_oil
0,0.46396011114120483,1.42,6.188206,404.48538,Monthly refinery outages in US refining district: Twin Cities in kb/d,crude_oil
0,0.7869315147399902,0.26,0.90968925,683.7329,Monthly refinery outages in US refining district: Washington in kb/d,crude_oil
0,0.939317524433136,0.02,0.02232052,277.27545,Monthly crude oil production in India in kb/d,crude_oil
0,0.3611478805541992,0.03,0.045708664,39698.277,Monthly crude oil imports to India in kb/d,crude_oil
0,0.8335785865783691,0.02,0.03020744,20989.168,Monthly refinery runs in India in kb/d,crude_oil
0,0.6997167468070984,0.04,0.045660373,39643.234,Monthly oil products demand in India in kb/d,oil_products
0,-0.18160033226013184,0.1,0.14653893,6892.3735,Monthly gasoline demand in India in kb/d,oil_products
0,0.4808425307273865,0.05,0.06353042,50.55098,Monthly fuel oil demand in India in kb/d,oil_products
0,0.46588021516799927,0.07,0.08537616,18874.254,Monthly diesel demand in India in kb/d,oil_products
0,0.9450662732124329,0.04,0.04967133,1405.0219,Monthly LPG demand in India in kb/d,NGLs
0,0.9822588562965393,0.02,0.027524479,38.79642,Monthly jet/kero demand in India in kb/d,oil_products
0,0.2824532985687256,0.07,0.09977331,798.1917,Monthly naphtha demand in India in kb/d,oil_products
0,0.9944491982460022,0.04,0.069201656,15.223337,Monthly kerosene demand in India in kb/d,oil_products
0,0.3352639675140381,0.11,0.14570425,7833.553,Monthly other oil products demand in India in kb/d,oil_products
0,0.8543882369995117,0.14,0.22690275,2333.8828,Monthly crude oil imports to Australia in kb/d,crude_oil
0,0.28441816568374634,0.09,0.115353115,1807.7838,Monthly diesel imports to Australia in kb/d,oil_products
0,0.7544776797294617,0.18,0.28640965,225.4194,Monthly jet/kero imports to Australia in kb/d,oil_products
0,0.6491863131523132,0.14,0.20985603,541.7351,Monthly gasoline imports to Australia in kb/d,oil_products
0,0.8178592920303345,0.06,0.07887752,2496.8582,Monthly oil products imports to Australia in kb/d,oil_products
0,0.07545197010040283,0.17,0.21223825,124.82474,Monthly other oil products imports to Australia in kb/d,oil_products
0,0.9740071296691895,0.04,0.056808162,103.253586,Monthly gasoline refinery production in Australia in kb/d,oil_products
0,0.958991527557373,0.06,0.08091663,103.88553,Monthly diesel refinery production in Australia in kb/d,oil_products
0,0.9768328666687012,0.14,0.21963468,16.862963,Monthly jet/kero refinery production in Australia in kb/d,oil_products
0,0.9798510074615479,0.07,0.10902188,1.308256,Monthly LPG production in Australia in kb/d,NGLs
0,0.7431623935699463,0.06,0.08173795,12.52574,Monthly other oil products refinery production in Australia in kb/d,oil_products
0,0.9741340279579163,0.04,0.058092568,510.4212,Monthly oil products refinery production in Australia in kb/d,oil_products
0,0.9448206424713135,0.07,0.10196347,118.30408,Monthly crude oil production in Australia in kb/d,crude_oil
0,0.9078997373580933,0.08,0.11291988,223.29651,Monthly condensate production in Australia in kb/d,condensate
0,0.769343912601471,0.04,0.06172258,343.95615,Monthly liquids production in Australia in kb/d,liquids
0,0.9037636518478394,0.32,0.6136872,827.5865,Monthly crude oil exports for Indonesia in kb/d,crude_oil
0,0.8461374640464783,0.33,0.5302718,58.56616,Monthly condensate exports from Indonesia in kb/d,condensate
0,0.16345149278640747,2.51,7.302264,0.0041608373,Monthly LPG exports from Indonesia in kb/d,NGLs
0,0.9192713499069214,184.25,451.12057,4.545359,Monthly gasoline exports from Indonesia in kb/d,oil_products
0,0.4849178194999695,454376.56,1205998.0,1.9611428,Monthly naphtha exports from Indonesia in kb/d,oil_products
0,0.30888426303863525,22.74,36.169758,7.686452,Monthly jet/kero exports from Indonesia in kb/d,oil_products
0,0.08332312107086182,0.84,1.4685538,50.92262,Monthly gasoil exports from Indonesia in kb/d,oil_products
0,0.7787057757377625,6.75,15.542086,49.88169,Monthly fuel oil exports from Indonesia in kb/d,oil_products
0,0.502994179725647,0.26,0.48751938,4240.5977,Monthly crude oil imports to Indonesia in kb/d,crude_oil
0,0.7587193250656128,0.12,0.16045077,409.74814,Monthly LPG imports to Indonesia in kb/d,NGLs
0,0.3659902811050415,0.08,0.10250388,1088.7891,Monthly gasoline imports to Indonesia in kb/d,oil_products
0,0.7530791759490967,0.28,0.39141718,828.3654,Monthly gasoil imports to Indonesia in kb/d,oil_products
0,0.6314597129821777,0.37,0.586382,29.84181,Monthly jet and kerosene imports to Indonesia in kb/d,oil_products
0,0.2947229743003845,0.49,1.2936858,48.250214,Monthly fuel oil imports to Indonesia in kb/d,oil_products
0,0.45938271284103394,0.37,0.88342154,170.69888,Monthly naphtha imports to Indonesia in kb/d,oil_products
0,-0.023357510566711426,0.11,0.17725745,6.6758237,Monthly LPG refinery production in Indonesia in kb/d,NGLs
0,-0.0007699728012084961,0.07,0.091833554,332.66208,Monthly gasoline refinery production in Indonesia in kb/d,oil_products
0,-0.034825682640075684,0.07,0.08584189,689.0443,Monthly gasoil refinery production in Indonesia in kb/d,oil_products
0,0.0878179669380188,0.06,0.076480836,38.45168,Monthly jet/kero refinery production in Indonesia in kb/d,oil_products
0,0.00848996639251709,0.19,0.25623265,57.268032,Monthly fuel oil refinery production in Indonesia in kb/d,oil_products
0,-0.0008987188339233398,0.27,0.39756042,222.29485,Monthly naphtha refinery production for Indonesia in kb/d,oil_products
0,0.007323563098907471,0.06,0.07084784,2518.7002,Monthly oil products refinery production for Indonesia in kb/d,oil_products
0,0.4104959964752197,0.07,0.10225489,605.7844,Monthly LPG implied demand in Indonesia in kb/d,NGLs
0,0.3523011803627014,0.2,0.3648001,454.94595,Monthly naphtha demand in Indonesia in kb/d,oil_products
0,0.3503516912460327,0.06,0.07364666,1427.6215,Monthly gasoline demand in Indonesia in kb/d,oil_products
0,0.6279336214065552,0.08,0.11049953,89.81515,Monthly kerosene demand in Indonesia in kb/d,oil_products
0,0.5342891216278076,0.07,0.08898144,1457.0454,Monthly gasoil demand in Indonesia in kb/d,oil_products
0,0.5737214088439941,0.27,0.43042403,96.38975,Monthly fuel oil demand in Indonesia in kb/d,oil_products
0,0.1283058524131775,0.05,0.06305955,7987.8,Monthly oil products demand in Indonesia in kb/d,oil_products
0,0.4454572796821594,0.09,0.10588989,12908.985,Monthly crude oil imports to Japan from Saudi Arabia in kb/d,crude_oil
0,0.5933884382247925,0.08,0.094717816,7768.705,Monthly crude oil imports to Japan from UAE in kb/d,crude_oil
0,0.8102163076400757,0.36,0.59392124,1702.0033,Monthly crude oil imports to Japan from Former Soviet Union in kb/d,crude_oil
0,0.8232460618019104,0.27,0.624483,2568.9006,Monthly crude oil imports to Japan from Qatar in kb/d,crude_oil
0,0.2213866114616394,0.14,0.1845061,1440.1593,Monthly crude oil imports to Japan from Kuwait in kb/d,crude_oil
0,0.4602457284927368,0.14,0.82522756,601.8809,Monthly crude oil imports to Japan from Iran in kb/d,crude_oil
0,0.7542232275009155,83.79,391.28217,132.94551,Monthly crude oil imports to Japan from United States in kb/d,crude_oil
0,0.4551987648010254,0.21,0.36410385,365.39127,Monthly crude oil imports to Japan from Iraq in kb/d,crude_oil
0,0.6227332353591919,0.16,0.27889395,84.007,Monthly crude oil imports to Japan from Mexico in kb/d,crude_oil
0,0.5107482671737671,0.43,0.5270356,272.6866,Monthly crude oil imports to Japan from Vietnam in kb/d,crude_oil
0,0.6106590628623962,0.44,0.7474787,345.42438,Monthly crude oil imports to Japan from Indonesia in kb/d,crude_oil
0,0.5828267335891724,0.27,0.4037618,2872.1738,Monthly crude oil imports to Japan from other countries in kb/d,crude_oil
0,0.8015103936195374,0.06,0.07317853,44718.99,Monthly crude oil imports to Japan in kb/d,crude_oil
0,0.0904543399810791,0.04,0.055757985,2623.2139,Monthly gasoline demand in Japan in kb/d,oil_products
0,0.6871537566184998,0.06,0.072513334,2429.5813,Monthly naphtha demand in Japan in kb/d,oil_products
0,0.827324390411377,0.14,0.18336074,771.18695,Monthly fuel oil demand in Japan in kb/d,oil_products
0,0.9631086587905884,0.91,1.3007452,213.75107,Monthly crude oil burn in Japan in kb/d,crude_oil
0,0.5233273506164551,0.13,0.14962433,3183.8762,Monthly LPG demand in Japan in kb/d,NGLs
0,0.7764450907707214,0.09,0.11635479,62.70706,Monthly kerosene demand in Japan in kb/d,oil_products
0,0.147333562374115,0.04,0.049337108,762.3053,Monthly gasoil demand in Japan in kb/d,oil_products
0,0.49409520626068115,0.1,0.11340004,1681.6542,Monthly other oil products demand in Japan in kb/d,oil_products
0,0.5928117036819458,0.08,0.090743676,102884.71,Monthly oil products demand in Japan in kb/d,oil_products
0,0.4051554799079895,0.07,0.08909796,1685.9716,Monthly naphtha imports to Japan in kb/d,oil_products
0,0.8161572217941284,1.74,3.7635355,166.54843,Monthly fuel oil imports to Japan in kb/d,oil_products
0,0.0586162805557251,0.39,0.5469154,160.14641,Monthly gasoline imports to Japan in kb/d,oil_products
0,-0.1813507080078125,6.12,10.290538,521.43,Monthly kerosene imports to Japan in kb/d,oil_products
0,0.663757860660553,0.42,0.6874151,3.076759,Monthly jet imports to Japan in kb/d,oil_products
0,0.5079314708709717,0.79,1.5078135,22.153875,Monthly diesel imports to Japan in kb/d,oil_products
0,0.5273129343986511,0.71,4.034594,2.0490348,Monthly other oil products imports to Japan in kb/d,oil_products
0,0.29546207189559937,0.08,0.10440658,3278.2761,Monthly oil products imports to Japan in kb/d,oil_products
0,0.7554223537445068,0.14,0.18463612,522.6746,Monthly jet exports from Japan in kb/d,oil_products
0,0.444535493850708,0.14,0.17106685,363.1092,Monthly fuel oil exports from Japan in kb/d,oil_products
0,0.6096946001052856,0.32,0.6546441,1077.3274,Monthly diesel exports from Japan in kb/d,oil_products
0,0.245930016040802,1.11,3.9545047,837.4248,Monthly gasoline exports from Japan in kb/d,oil_products
0,0.17550164461135864,1.44,3.9912198,57.478153,Monthly kerosene exports from Japan in kb/d,oil_products
0,0.9746309518814087,0.14,0.20408751,0.054031912,Monthly naphtha exports from Japan in kb/d,oil_products
0,0.7517485618591309,0.12,0.15346016,18.76925,Monthly other oil products exports from Japan in kb/d,oil_products
